metric,projector,instance,precision,recall,f1
test_location-bridge/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_product-weapon/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_computer-programming_language/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_organization/macro_types,classifier_adapter_bert_ms,0,0.9195402264595032,0.4878048896789551,0.6374502182006836
test_government/macro_types,classifier_adapter_bert_ms,0,0.0,0,0.0
test_person-artist/macro_types,classifier_adapter_bert_ms,0,0.1304347813129425,0.75,0.2222222238779068
test_product-engine_device/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_chemistry/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_product-car/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_transportation-road/macro_types,classifier_adapter_bert_ms,0,0.5714285969734192,1.0,0.7272727489471436
test_broadcast_program/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_product-camera/macro_types,classifier_adapter_bert_ms,0,0.0,0,0.0
test_event-attack/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_product-spacecraft/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-coach/macro_types,classifier_adapter_bert_ms,0,0.6666666865348816,1.0,0.800000011920929
test_organization-airline/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_food/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_organization-company/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_person/macro_types,classifier_adapter_bert_ms,0,0.945147693157196,0.9180327653884888,0.9313929677009584
test_product-mobile_phone/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_transit/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_rail/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_god/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_news_agency/macro_types,classifier_adapter_bert_ms,0,0.4444444477558136,1.0,0.6153846383094788
test_train/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_education/macro_types,classifier_adapter_bert_ms,0,0.2777777910232544,1.0,0.43478262424468994
test_government-political_party/macro_types,classifier_adapter_bert_ms,0,0,0,0
test/macro_types,classifier_adapter_bert_ms,0,0.16563522815704346,0.18529529869556427,0.17491456866264343
test_building-dam/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_event-election/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_body_part/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_government-government/macro_types,classifier_adapter_bert_ms,0,0.0,0,0.0
test_person-religious_leader/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_education-department/macro_types,classifier_adapter_bert_ms,0,0.2857142984867096,1.0,0.444444477558136
test_title/macro_types,classifier_adapter_bert_ms,0,0.10000000149011612,0.5,0.1666666567325592
test_broadcast_network/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_organization-terrorist_organization/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-politician/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test/macro_example,classifier_adapter_bert_ms,0,0.7161042094230652,0.6558910608291626,0.6846764087677002
test_event-protest/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_metropolitan_transit-transit_line/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_education-educational_degree/macro_types,classifier_adapter_bert_ms,0,1.0,1,1.0
test_visual_art-color/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_medicine-symptom/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_organization-sports_league/macro_types,classifier_adapter_bert_ms,0,1.0,0.5,0.6666666865348816
test_event-sports_event/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_product-computer/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_event-military_conflict/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_people-ethnicity/macro_types,classifier_adapter_bert_ms,0,0.4545454680919647,1.0,0.625
test_product-instrument/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_living_thing-animal/macro_types,classifier_adapter_bert_ms,0,0.5,0.3333333432674408,0.4000000059604645
test_music/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_organization-fraternity_sorority/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_government_agency/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_finance-stock_exchange/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_software/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_newspaper/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-cemetery/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_religion/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-county/macro_types,classifier_adapter_bert_ms,0,0.0,0,0.0
test_building-power_station/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_internet/macro_types,classifier_adapter_bert_ms,0,0.3333333432674408,1.0,0.5
test_visual_art/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_geography-island/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-director/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_metropolitan_transit/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_religion-religion/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_event/macro_types,classifier_adapter_bert_ms,0,0.6000000238418579,0.75,0.6666666865348816
test_product/macro_types,classifier_adapter_bert_ms,0,0.3333333432674408,0.75,0.4615384340286255
test_astral_body/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-restaurant/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_award/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-doctor/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_transportation/macro_types,classifier_adapter_bert_ms,0,0.4285714328289032,0.75,0.5454545021057129
test_park/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_game/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building/macro_types,classifier_adapter_bert_ms,0,0.395348846912384,1.0,0.5666667222976685
test_living_thing/macro_types,classifier_adapter_bert_ms,0,1,0.3333333432674408,0.5
test_person-terrorist/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_language/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_law/macro_types,classifier_adapter_bert_ms,0,0.6666666865348816,1.0,0.800000011920929
test_computer/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-athlete/macro_types,classifier_adapter_bert_ms,0,0.75,0.8181818127632141,0.7826087474822998
test_disease/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-soldier/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-theater/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-airport/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-hospital/macro_types,classifier_adapter_bert_ms,0,1.0,1.0,1.0
test_event-terrorist_attack/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_broadcast-tv_channel/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_people/macro_types,classifier_adapter_bert_ms,0,0.4000000059604645,0.800000011920929,0.5333333611488342
test_medicine-drug/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_medicine-medical_treatment/macro_types,classifier_adapter_bert_ms,0,0.3333333432674408,1,0.5
test_written_work/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_art/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_person-actor/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_geography/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_internet-website/macro_types,classifier_adapter_bert_ms,0,0.25,1.0,0.4000000059604645
test_product-airplane/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_biology/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_broadcast/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-library/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_livingthing/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_location-country/macro_types,classifier_adapter_bert_ms,0,1,0.1666666716337204,0.2857142984867096
test_art-film/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-sports_facility/macro_types,classifier_adapter_bert_ms,0,0.8333333134651184,1.0,0.9090909361839294
test_location/macro_types,classifier_adapter_bert_ms,0,0.8846153616905212,0.45098039507865906,0.5974026322364807
test_finance/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_computer-algorithm/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-hotel/macro_types,classifier_adapter_bert_ms,0,1.0,1,1.0
test_medicine/macro_types,classifier_adapter_bert_ms,0,0.75,1,0.8571428656578064
test_organization-sports_team/macro_types,classifier_adapter_bert_ms,0,0.9375,0.4838709533214569,0.6382978558540344
test_organization-educational_institution/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test/micro,classifier_adapter_bert_ms,0,0.668579638004303,0.5547618865966797,0.6063761115074158
test_person-musician/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-body_of_water/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-province/macro_types,classifier_adapter_bert_ms,0,1.0,0.1428571492433548,0.25
test_person-engineer/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-author/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-monarch/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_event-natural_disaster/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-city/macro_types,classifier_adapter_bert_ms,0,0.6666666865348816,0.05128205195069313,0.095238097012043
test_rail-railway/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_military/macro_types,classifier_adapter_bert_ms,0,1.0,1.0,1.0
test_geography-glacier/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_time/macro_types,classifier_adapter_bert_ms,0,0.8965517282485962,1.0,0.9454545378684998
test_product-ship/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_geography-mountain/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-architect/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_play/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_finance-currency/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-bridge/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_product-weapon/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_computer-programming_language/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_organization/macro_types,classifier_adapter_bert_ms,0,0.9692307710647584,0.3841463327407837,0.5502182841300964
test_government/macro_types,classifier_adapter_bert_ms,0,0.0416666679084301,1,0.08000000566244125
test_person-artist/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_product-engine_device/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_chemistry/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_product-car/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_transportation-road/macro_types,classifier_adapter_bert_ms,0,0.5,0.75,0.6000000238418579
test_broadcast_program/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_product-camera/macro_types,classifier_adapter_bert_ms,0,0.0,0,0.0
test_event-attack/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_product-spacecraft/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-coach/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_organization-airline/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_food/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_organization-company/macro_types,classifier_adapter_bert_ms,0,1.0,0.25,0.4000000059604645
test_person/macro_types,classifier_adapter_bert_ms,0,0.9631336331367492,0.8565573692321777,0.9067245125770568
test_product-mobile_phone/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_transit/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_rail/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_god/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_news_agency/macro_types,classifier_adapter_bert_ms,0,0.75,0.75,0.75
test_train/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_education/macro_types,classifier_adapter_bert_ms,0,0.29411765933036804,1.0,0.4545454680919647
test_government-political_party/macro_types,classifier_adapter_bert_ms,0,0,0,0
test/macro_types,classifier_adapter_bert_ms,0,0.18387532234191897,0.21266569197177887,0.19722537696361545
test_building-dam/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_event-election/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_body_part/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_government-government/macro_types,classifier_adapter_bert_ms,0,0.1428571492433548,1,0.25
test_person-religious_leader/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_education-department/macro_types,classifier_adapter_bert_ms,0,0.2666666805744171,1.0,0.4210526645183563
test_title/macro_types,classifier_adapter_bert_ms,0,0.07692307978868484,0.5,0.13333334028720856
test_broadcast_network/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_organization-terrorist_organization/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-politician/macro_types,classifier_adapter_bert_ms,0,0.11764705926179886,0.4000000059604645,0.1818181723356247
test/macro_example,classifier_adapter_bert_ms,0,0.682652473449707,0.6097098588943481,0.6441226601600647
test_event-protest/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_metropolitan_transit-transit_line/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_education-educational_degree/macro_types,classifier_adapter_bert_ms,0,1.0,1,1.0
test_visual_art-color/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_medicine-symptom/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_organization-sports_league/macro_types,classifier_adapter_bert_ms,0,1.0,0.875,0.9333333373069764
test_event-sports_event/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_product-computer/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_event-military_conflict/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_people-ethnicity/macro_types,classifier_adapter_bert_ms,0,0.5,1.0,0.6666666865348816
test_product-instrument/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_living_thing-animal/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_music/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_organization-fraternity_sorority/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_government_agency/macro_types,classifier_adapter_bert_ms,0,1.0,0.125,0.2222222238779068
test_finance-stock_exchange/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_software/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_newspaper/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-cemetery/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_religion/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-county/macro_types,classifier_adapter_bert_ms,0,0.0,0,0.0
test_building-power_station/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_internet/macro_types,classifier_adapter_bert_ms,0,1.0,1.0,1.0
test_visual_art/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_geography-island/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-director/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_metropolitan_transit/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_religion-religion/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_event/macro_types,classifier_adapter_bert_ms,0,0.20000000298023224,0.125,0.1538461595773697
test_product/macro_types,classifier_adapter_bert_ms,0,0.25,0.25,0.25
test_astral_body/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-restaurant/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_award/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-doctor/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_transportation/macro_types,classifier_adapter_bert_ms,0,0.6000000238418579,0.75,0.6666666865348816
test_park/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_game/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building/macro_types,classifier_adapter_bert_ms,0,0.32692307233810425,1.0,0.4927535951137543
test_living_thing/macro_types,classifier_adapter_bert_ms,0,1,0.6666666865348816,0.800000011920929
test_person-terrorist/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_language/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_law/macro_types,classifier_adapter_bert_ms,0,0.6666666865348816,1.0,0.800000011920929
test_computer/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-athlete/macro_types,classifier_adapter_bert_ms,0,1.0,0.1818181872367859,0.307692289352417
test_disease/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-soldier/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-theater/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-airport/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-hospital/macro_types,classifier_adapter_bert_ms,0,0.4000000059604645,1.0,0.5714285969734192
test_event-terrorist_attack/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_broadcast-tv_channel/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_people/macro_types,classifier_adapter_bert_ms,0,0.5,1.0,0.6666666865348816
test_medicine-drug/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_medicine-medical_treatment/macro_types,classifier_adapter_bert_ms,0,0.3333333432674408,1,0.5
test_written_work/macro_types,classifier_adapter_bert_ms,0,0.20000000298023224,0.1428571492433548,0.1666666716337204
test_art/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_person-actor/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_geography/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_internet-website/macro_types,classifier_adapter_bert_ms,0,0.6666666865348816,1.0,0.800000011920929
test_product-airplane/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_biology/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_broadcast/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-library/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_livingthing/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_location-country/macro_types,classifier_adapter_bert_ms,0,1,0.1666666716337204,0.2857142984867096
test_art-film/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-sports_facility/macro_types,classifier_adapter_bert_ms,0,0.7142857313156128,1.0,0.8333333730697632
test_location/macro_types,classifier_adapter_bert_ms,0,0.942307710647583,0.4803921580314636,0.6363635659217834
test_finance/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_computer-algorithm/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_building-hotel/macro_types,classifier_adapter_bert_ms,0,0.0,0,0.0
test_medicine/macro_types,classifier_adapter_bert_ms,0,0.6000000238418579,1,0.75
test_organization-sports_team/macro_types,classifier_adapter_bert_ms,0,0.949999988079071,0.6129032373428345,0.7450980544090271
test_organization-educational_institution/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test/micro,classifier_adapter_bert_ms,0,0.6681681871414185,0.5297619104385376,0.590969443321228
test_person-musician/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-body_of_water/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-province/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_person-engineer/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-author/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-monarch/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_event-natural_disaster/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-city/macro_types,classifier_adapter_bert_ms,0,1.0,0.025641025975346565,0.04999999701976776
test_rail-railway/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_military/macro_types,classifier_adapter_bert_ms,0,0.75,1.0,0.8571428656578064
test_geography-glacier/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_time/macro_types,classifier_adapter_bert_ms,0,0.8125,1.0,0.8965517282485962
test_product-ship/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_geography-mountain/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_person-architect/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_play/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_finance-currency/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_location-bridge/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_product-weapon/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_computer-programming_language/macro_types,classifier_adapter_bert_ms,0,0,0,0
test_organization/macro_types,classifier_adapter_bert_ms,0,0.8918918967247009,0.20121951401233673,0.3283582031726837
test_government/macro_types,classifier_adapter_bert_ms,0,0.0,0,0.0
test_person-artist/macro_types,classifier_adapter_bert_ms,0,0.0,0.0,0.0
test_product-engine_device/macro_types,classifier_adapter_bert_ms,0,0,0,0
